,chain,protocol,protocol_category,protocol_chains,protocol_mcaptvl,protocol_tvl,protocol_mcap,protocol_strikeTvl
105,Polygon,Balancer V2,Dexes,"['Ethereum', 'Polygon', 'Arbitrum', 'Gnosis']",,122869741.04988392,,False
106,Polygon,Uniswap V3,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'BSC', 'Celo']",,92257055.49666573,,False
107,Polygon,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",0.5088286423231769,77230252.67215998,39296964.61345107,True
108,Polygon,Tetu,,"['Polygon', 'Ethereum', 'Fantom', 'BSC']",,62724853.825386904,,True
109,Polygon,Klima DAO,Reserve Currency,['Polygon'],0.5692911794713738,45258690.9195258,25765373.5349072,False
110,Polygon,Curve,Dexes,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Fantom', 'Gnosis', 'Celo', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",17.135149336199316,45228270.90763989,774993176.2204884,False
111,Polygon,Sushi,,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm', 'Optimism', 'Moonbeam', 'Bittorrent', 'Kava', 'Metis']",,36865885.59579733,,True
112,Polygon,Toucan Protocol,RWA,"['Polygon', 'Celo']",,34753288.43,,True
113,Polygon,Gamma,Yield,"['Polygon', 'Arbitrum', 'Ethereum', 'Optimism', 'Celo']",0.28974970287343293,31897099.827626076,9242175.197578885,True
114,Polygon,QiDao,CDP,"['Polygon', 'Fantom', 'Optimism', 'Ethereum', 'Metis', 'Arbitrum', 'Avalanche', 'BSC', 'Moonbeam', 'Gnosis', 'Harmony', 'Moonriver']",0.2427951506574619,27132300.07237132,6587590.883754859,False
115,Polygon,Meshswap,Dexes,['Polygon'],,22261210.474244915,0.0,False
116,Polygon,Stargate,Cross Chain,"['Ethereum', 'Arbitrum', 'Optimism', 'Avalanche', 'BSC', 'Polygon', 'Fantom', 'Metis', 'Goerli']",5.70725277514636,21744984.007390384,124104120.32169199,False
117,Polygon,KyberSwap,,"['Ethereum', 'Polygon', 'Avalanche', 'Arbitrum', 'Optimism', 'BSC', 'Fantom', 'Cronos', 'Bittorrent', 'Oasis', 'Velas', 'Aurora']",,20461611.786750443,,False
118,Polygon,Dfyn Network,Dexes,"['Polygon', 'Fantom', 'OKExChain']",0.48496167794302686,19073196.11073022,9249769.18959614,False
119,Polygon,Gains Network,Derivatives,"['Arbitrum', 'Polygon']",14.999512592888783,17133618.665569928,256995928.93597043,False
120,Polygon,Convex Finance,Yield,"['Ethereum', 'Polygon', 'Arbitrum']",28.313488761794606,15243473.583269302,431595917.99060833,True
121,Polygon,Tangible,RWA,['Polygon'],,11994513.448385922,0.0,True
122,Polygon,SPHERE,,"['Polygon', 'Arbitrum', 'Optimism']",,11991930.748014059,,True
123,Polygon,ApeSwap AMM,Dexes,"['BSC', 'Polygon', 'Telos', 'Ethereum']",,9621758.644222554,,False
124,Polygon,Compound V3,Lending,"['Ethereum', 'Polygon']",,8963445.393141085,,False
125,Polygon,Proxy,Yield,"['Polygon', 'Ethereum']",,8033514.998810351,0.0,True
126,Polygon,Metavault,,"['Polygon', 'Ethereum']",,7269264.65954227,,False
127,Polygon,CIAN,Services,"['Avalanche', 'Polygon', 'Ethereum']",,6420991.45928,,True
128,Polygon,Hop Protocol,Cross Chain,"['Ethereum', 'Arbitrum', 'Optimism', 'Polygon', 'Gnosis']",2.8469470308298255,6233974.496471452,17747795.182998255,False
129,Polygon,Polymarket,Prediction Market,['Polygon'],,5666259.748221756,,False
130,Polygon,0vix,Lending,['Polygon'],,5607328.690707379,,False
131,Polygon,MM Finance,,"['Cronos', 'Polygon']",,4850606.503298335,,True
132,Polygon,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",3.9816767578141854,4849562.184180179,19309389.034324814,True
133,Optimism,Velodrome,Dexes,['Optimism'],0.102634064705698,301642364.0446732,30958781.909340702,False
134,Optimism,Synthetix,Synthetics,"['Ethereum', 'Optimism']",5.960473296261412,156468537.4790284,932626539.3488268,False
135,Optimism,AAVE V3,Lending,"['Ethereum', 'Avalanche', 'Polygon', 'Optimism', 'Arbitrum', 'Fantom', 'Harmony']",,92221370.10612316,,False
136,Optimism,Curve,Dexes,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Fantom', 'Gnosis', 'Celo', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",9.342677142441087,82951938.12273765,774993176.2204884,False
137,Optimism,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",0.5079593894584343,77362414.06098999,39296964.61345107,True
138,Optimism,Uniswap V3,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'BSC', 'Celo']",,51037893.60606908,,False
139,Optimism,Stargate,Cross Chain,"['Ethereum', 'Arbitrum', 'Optimism', 'Avalanche', 'BSC', 'Polygon', 'Fantom', 'Metis', 'Goerli']",2.5046303894250377,49549874.04356349,124104120.32169199,False
140,Optimism,Sonne Finance,Lending,['Optimism'],0.20150482934631428,49062539.11661522,9886338.57199042,False
141,Optimism,Beethoven X,Dexes,"['Fantom', 'Optimism']",0.21371094710171218,41968058.87539903,8969033.610281944,False
142,Optimism,PoolTogether,Services,"['Optimism', 'Ethereum', 'Polygon', 'Avalanche', 'Celo', 'BSC']",0.10335705168412403,33114641.36832471,3422631.6994071687,True
143,Optimism,dHEDGE,Indexes,"['Optimism', 'Polygon', 'Ethereum']",0.28031122987195156,21154255.174902886,5929775.285102124,False
144,Optimism,Toros,Indexes,"['Optimism', 'Polygon']",,18067645.846344914,,False
145,Optimism,Perpetual Protocol,Derivatives,"['Optimism', 'Ethereum']",3.5942394317807427,17003334.613681406,61114055.740256086,False
146,Optimism,Pika Protocol,Derivatives,['Optimism'],,13403324.713135332,,False
147,Optimism,Hop Protocol,Cross Chain,"['Ethereum', 'Arbitrum', 'Optimism', 'Polygon', 'Gnosis']",1.4675173394541903,12093755.014573894,17747795.182998255,False
148,Optimism,USD+,Yield,"['Optimism', 'BSC', 'Polygon', 'Avalanche']",1.5171115463223344,11989885.111745853,18189993.142107885,True
149,Optimism,Lyra,Options,"['Arbitrum', 'Optimism', 'Ethereum']",4.056491235679513,11918637.859377371,48347850.017802335,False
150,Optimism,Reaper Farm,Yield Aggregator,"['Optimism', 'Fantom', 'BSC', 'Arbitrum']",3.052359083549128,11318350.074355083,34547668.660246685,True
151,Optimism,ACryptoS,Yield Aggregator,"['BSC', 'Optimism', 'Kava', 'Fantom', 'Ethereum', 'Arbitrum', 'Cronos', 'Moonbeam', 'Astar', 'Polygon', 'Avalanche', 'Gnosis', 'Moonriver', 'Harmony']",0.21653831953026415,11217951.815119999,2429116.434617561,True
152,Optimism,QiDao,CDP,"['Polygon', 'Fantom', 'Optimism', 'Ethereum', 'Metis', 'Arbitrum', 'Avalanche', 'BSC', 'Moonbeam', 'Gnosis', 'Harmony', 'Moonriver']",0.7298669321943948,9025742.355457613,6587590.883754859,False
153,Optimism,KyberSwap,,"['Ethereum', 'Polygon', 'Avalanche', 'Arbitrum', 'Optimism', 'BSC', 'Fantom', 'Cronos', 'Bittorrent', 'Oasis', 'Velas', 'Aurora']",,8640307.08994162,,False
154,Optimism,dForce,Lending,"['BSC', 'Arbitrum', 'Optimism', 'Ethereum', 'Polygon', 'Kava', 'Avalanche']",4.079132238645865,8055375.671111791,32858942.59443568,False
155,Optimism,Hundred Finance,Lending,"['Optimism', 'Fantom', 'Arbitrum', 'Moonriver', 'Gnosis', 'Polygon', 'Harmony', 'Ethereum']",0.18306543464323244,6555656.172117898,1200114.0465203524,False
156,Optimism,Pickle,Yield Aggregator,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Aurora', 'Metis', 'Moonbeam', 'Moonriver', 'OKExChain', 'Cronos', 'Kava', 'Harmony']",0.28938603866966656,5865161.129856,1697295.7455283336,True
157,Optimism,Mummy Finance,Derivatives,"['Fantom', 'Optimism']",2.1828133787840995,4416146.2230375055,9639623.058313137,False
158,Optimism,Tarot,Lending,"['Fantom', 'Optimism', 'BSC', 'Arbitrum', 'Kava', 'Ethereum']",1.2747943407344104,4330781.716197856,5520856.022765084,False
159,Optimism,Arrakis V1,Yield,"['Ethereum', 'Polygon', 'Optimism']",,4215110.7312413845,,True
160,Optimism,xToken,Services,"['Optimism', 'Ethereum', 'Arbitrum', 'Polygon']",0.5397140382397171,2875776.34730411,1552096.8654777643,True
161,Optimism,Sushi,,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm', 'Optimism', 'Moonbeam', 'Bittorrent', 'Kava', 'Metis']",,2719553.9684970444,,True
162,Optimism,Granary Finance,Lending,"['Fantom', 'Optimism', 'Metis', 'Arbitrum', 'Avalanche', 'BSC', 'Ethereum']",,2672921.6252052346,,False
163,Avalanche,AAVE,,"['Ethereum', 'Polygon', 'Avalanche', 'Optimism', 'Arbitrum', 'Fantom', 'Harmony']",3.577930295265121,318442645.04179883,1139365586.9994094,False
164,Avalanche,Benqi,,['Avalanche'],0.5720820659664754,236048633.92606977,135039190.16499025,True
165,Avalanche,Trader Joe,,"['Avalanche', 'Arbitrum']",,98435558.25733344,,False
166,Avalanche,GMX,Derivatives,"['Arbitrum', 'Avalanche']",7.550889761403341,93647536.1847154,707122222.1578164,False
167,Avalanche,Stargate,Cross Chain,"['Ethereum', 'Arbitrum', 'Optimism', 'Avalanche', 'BSC', 'Polygon', 'Fantom', 'Metis', 'Goerli']",2.9859244274086083,41563048.00701139,124104120.32169199,False
168,Avalanche,Yield Yak,,['Avalanche'],,36863170.29601039,,True
169,Avalanche,Vector Finance,Yield,['Avalanche'],0.05961902080433518,35827005.212410584,2135970.9691157313,True
170,Avalanche,Platypus Finance,Dexes,['Avalanche'],0.1050825921516587,35382700.33802019,3718105.868844532,False
171,Avalanche,CIAN,Services,"['Avalanche', 'Polygon', 'Ethereum']",,29971114.67136,,True
172,Avalanche,Pangolin,Dexes,"['Avalanche', 'Hedera', 'Flare', 'Songbird']",0.2787704255923043,27521661.86916067,7672225.392273414,False
173,Avalanche,Curve,Dexes,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Fantom', 'Gnosis', 'Celo', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",41.58857892473412,18634759.740722325,774993176.2204884,False
174,Avalanche,Yeti Finance,CDP,['Avalanche'],0.06470903837297091,16990240.074975774,1099422.0969775955,False
175,Avalanche,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",2.8213791932757615,13928281.851339998,39296964.61345107,True
176,Avalanche,KyberSwap,,"['Ethereum', 'Polygon', 'Avalanche', 'Arbitrum', 'Optimism', 'BSC', 'Fantom', 'Cronos', 'Bittorrent', 'Oasis', 'Velas', 'Aurora']",,11845968.294773377,,False
177,Avalanche,DeltaPrime,Leveraged Farming,['Avalanche'],,11532121.132342748,,False
178,Avalanche,Echidna Finance,Yield,['Avalanche'],0.0057394507833393536,8944448.240026798,51336.22045776011,True
179,Avalanche,WOO Network,,"['BSC', 'Avalanche', 'Arbitrum', 'Polygon', 'Fantom', 'Optimism']",,5767158.042369717,,True
180,Avalanche,Hubble Exchange,Derivatives,['Avalanche'],,3348280.614372716,,False
181,Avalanche,Homora V2,Yield,"['Ethereum', 'Avalanche', 'BSC', 'Optimism', 'Fantom']",27.485345631935985,3329476.498841097,91511812.34405567,True
